Logfilename,Datum,Zeit,Severity,Type/Source,Description
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 12.Oct. ,02:14:34.659,error,transferring file from 'SHM/warp_27734_123.pfm' to 'srv://192.168.210.2/SHM/warp_27734_123.pfm' failed: copying failed (Receiver: received error signal),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 12.Oct. ,02:14:34.819,error,transferring file from 'SHM/warp_27735_124.pfm' to 'srv://192.168.210.2/SHM/warp_27735_124.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 14.Oct. ,13:59:29.060,error,4x 'updating render task failed: importing semaphore failed',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Thu 16.Oct. ,20:32:51.794,warning,5x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 17.Oct. ,02:57:11.897,warning,20x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 17.Oct. ,10:24:53.180,error,transferring file from 'SHM/warp_35480_63.pfm' to 'srv://192.168.210.2/SHM/warp_35480_63.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Fri 17.Oct. ,10:24:53.180,error,transferring file from 'SHM/warp_35481_65.pfm' to 'srv://192.168.210.2/SHM/warp_35481_65.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 19.Oct. ,18:12:26.953,warning,3x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Sun 19.Oct. ,18:12:50.893,warning,23x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 20.Oct. ,12:45:50.416,warning,19x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 22.Oct. ,08:45:55.669,error,transferring file from 'SHM/warp_49907_49.pfm' to 'srv://192.168.210.2/SHM/warp_49907_49.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 22.Oct. ,08:45:55.669,error,transferring file from 'SHM/warp_50074_50.pfm' to 'srv://192.168.210.2/SHM/warp_50074_50.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 22.Oct. ,17:11:22.845,error,transferring file from 'SHM/warp_35416_129.pfm' to 'srv://192.168.210.2/SHM/warp_35416_129.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 22.Oct. ,17:11:22.845,error,transferring file from 'SHM/warp_35490_134.pfm' to 'srv://192.168.210.2/SHM/warp_35490_134.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 22.Oct. ,17:12:21.736,warning,48x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 22.Oct. ,20:16:51.609,error,transferring file from 'SHM/warp_45487_216.pfm' to 'srv://192.168.210.2/SHM/warp_45487_216.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 22.Oct. ,20:16:52.650,error,transferring file from 'SHM/warp_46081_222.pfm' to 'srv://192.168.210.2/SHM/warp_46081_222.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 22.Oct. ,20:16:52.650,error,transferring file from 'SHM/warp_46084_226.pfm' to 'srv://192.168.210.2/SHM/warp_46084_226.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 27.Oct. ,12:39:33.216,warning,8x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 27.Oct. ,12:39:51.457,warning,18x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 27.Oct. ,12:42:51.780,error,transferring file from 'SHM/warp_55103_102.pfm' to 'srv://192.168.210.2/SHM/warp_55103_102.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Mon 27.Oct. ,12:42:51.780,error,transferring file from 'SHM/warp_55107_106.pfm' to 'srv://192.168.210.2/SHM/warp_55107_106.pfm' failed: file not found (192.168.210.2:27102),
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 28.Oct. ,02:41:51.975,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_22143_7.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 04.Nov. ,21:19:49.366,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_23739_15.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 04.Nov. ,21:19:49.370,warning,automatically reloaded texture 'srv://192.168.210.2/SHM/warp_23856_17.pfm' disappeared,
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 05.Nov. ,09:59:47.689,warning,40x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 05.Nov. ,10:00:48.214,warning,59x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 05.Nov. ,10:01:48.745,warning,61x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Wed 05.Nov. ,10:02:49.280,warning,60x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 11.Nov. ,23:26:50.801,warning,12x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 25.Nov. ,19:23:27.455,warning,10x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-WRITEABLE.log,Tue 25.Nov. ,19:23:44.458,warning,16x similar to 'display sync timed out (192.168.210.5 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-1.log,Fri 26.Jul. ,23:59:54.631,error,loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\short-PIXERA Mixtape 1mn.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\short-PIXERA Mixtape 1mn.mp4' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Sat 27.Jul. ,00:02:07.525,error,4x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\short-PIXERA Mixtape 1mn.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\short-PIXERA Mixtape 1mn.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,15:46:46.969,error,loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,15:46:46.969,error,loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,20:54:52.811,warning,9x similar to 'display sync timed out (10.1.20.88 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,20:55:10.352,warning,12x similar to 'display sync timed out (10.1.20.88 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,22:44:33.451,error,loading '<?>C:\Pixera_Files\Test_patterns\RECTANGLE_1.mov' failed: opening file 'C:\Pixera_Files\Test_patterns\RECTANGLE_1.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,22:45:35.485,error,17x similar to 'loading '<?>C:\Pixera_Files\Test_patterns\RECTANGLE_1.mov' failed: opening file 'C:\Pixera_Files\Test_patterns\RECTANGLE_1.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,22:46:35.540,error,3x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\short-PIXERA Mixtape 1mn.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\short-PIXERA Mixtape 1mn.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,22:46:35.540,error,11x similar to 'loading '<?>C:\Pixera_Files\Test_patterns\RECTANGLE_1.mov' failed: opening file 'C:\Pixera_Files\Test_patterns\RECTANGLE_1.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,23:09:48.097,error,loading '<?>C:/ProgramData/AV Stumpfl/Pixera/test_patterns/4587782787160626_7294254899019336118.png' failed: opening file 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/4587782787160626_7294254899019336118.png' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,23:09:48.097,error,loading '<?>C:/ProgramData/AV Stumpfl/Pixera/test_patterns/5818448973600639_8122751842978404680.png' failed: opening file 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/5818448973600639_8122751842978404680.png' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 29.Jul. ,23:09:48.097,error,loading '<?>C:/ProgramData/AV Stumpfl/Pixera/test_patterns/6170503477501743_18029903590160690452.png' failed: opening file 'C:/ProgramData/AV Stumpfl/Pixera/test_patterns/6170503477501743_18029903590160690452.png' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Tue 30.Jul. ,16:58:33.033,error,transferring file from 'SHM/warp_13192_1.pfm' to 'srv://10.1.20.35/SHM/warp_13192_1.pfm' failed: file not found (10.1.20.35:27102),
DUAL-03.zip/rx_logs/playback-27103-1.log,Tue 30.Jul. ,17:45:56.157,warning,2x similar to 'display sync timed out (10.1.20.88 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-1.log,Tue 30.Jul. ,17:46:17.623,warning,17x similar to 'display sync timed out (10.1.20.88 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 31.Jul. ,21:50:00.530,warning,"invalid projection matrix (LRTB: 22.3848, -22.3849, 5.77201, -5.77202 / Z-NF: 10, 1e+14)",
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 31.Jul. ,21:50:00.530,warning,"invalid projection matrix (LRTB: 0.223848, -0.223849, 0.0577201, -0.0577202 / Z-NF: 0.1, 1e+12)",
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 31.Jul. ,21:50:00.597,warning,"invalid projection matrix (LRTB: 37.1117, -37.1118, 9.56939, -9.56939 / Z-NF: 10, 1e+14)",
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 31.Jul. ,21:50:00.597,warning,"invalid projection matrix (LRTB: 0.371117, -0.371118, 0.0956939, -0.0956939 / Z-NF: 0.1, 1e+12)",
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 31.Jul. ,21:50:32.501,warning,"132x similar to 'invalid projection matrix (LRTB: 37.1117, -37.1118, 9.56939, -9.56939 / Z-NF: 10, 1e+14)'",
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 31.Jul. ,21:50:32.501,warning,"132x similar to 'invalid projection matrix (LRTB: 0.371117, -0.371118, 0.0956939, -0.0956939 / Z-NF: 0.1, 1e+12)'",
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 31.Jul. ,23:59:24.030,warning,6x similar to 'display sync timed out (10.1.20.88 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 07.Aug. ,12:08:18.929,error,loading '<?>Z:\2340_HOUS\06_MOCKUP\02_FORD\01_CONTENT\00_CGI\ARM_v015_shading_EXR_LIGHT_PASS_FULL3.mov' failed: opening file 'Z:\2340_HOUS\06_MOCKUP\02_FORD\01_CONTENT\00_CGI\ARM_v015_shading_EXR_LIGHT_PASS_FULL3.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 07.Aug. ,12:30:05.444,error,transferring file from 'SHM/warp_14069_10.pfm' to 'srv://10.1.20.35/SHM/warp_14069_10.pfm' failed: file not found (10.1.20.35:27102),
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 07.Aug. ,12:48:04.093,error,loading '<?>\\gaston\Projects\2340_HOUS\02_DESIGN\MANU\AEX\ELEMENTS\ARM_v17\ARM_v17_shading_EXR_LIGHT_PASS_F_512.mov' failed: opening file '\\gaston\Projects\2340_HOUS\02_DESIGN\MANU\AEX\ELEMENTS\ARM_v17\ARM_v17_shading_EXR_LIGHT_PASS_F_512.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Thu 08.Aug. ,12:13:00.173,error,transferring file from 'SHM/warp_14083_17.pfm' to 'srv://10.1.20.35/SHM/warp_14083_17.pfm' failed: copying failed (Receiver: received error signal),
DUAL-03.zip/rx_logs/playback-27103-1.log,Fri 09.Aug. ,15:19:33.102,error,transferring file from 'SHM/warp_14483_28.pfm' to 'srv://10.1.20.35/SHM/warp_14483_28.pfm' failed: copying failed (Receiver: received error signal),
DUAL-03.zip/rx_logs/playback-27103-1.log,Fri 09.Aug. ,15:45:27.903,warning,20x similar to 'display sync timed out (10.1.20.88 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,14:24:42.912,error,"is_empty: Access is denied.: ""D:/RX-Cache/srv%3A%2F%2F10.1.20.35""",
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,14:25:21.010,error,transferring file from 'SHM/warp_13226_4.pfm' to 'srv://10.1.20.35/SHM/warp_13226_4.pfm' failed: file not found (10.1.20.35:27102),
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,14:25:21.010,error,transferring file from 'SHM/warp_13222_2.pfm' to 'srv://10.1.20.35/SHM/warp_13222_2.pfm' failed: file not found (10.1.20.35:27102),
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,14:25:21.154,error,transferring file from 'SHM/warp_13218_0.pfm' to 'srv://10.1.20.35/SHM/warp_13218_0.pfm' failed: file not found (10.1.20.35:27102),
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:30:03.943,error,9x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:30:55.616,error,20x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:30:55.621,error,35x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:31:04.009,error,7x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:31:04.009,error,7x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:32:01.158,error,19x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:32:01.160,error,34x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:44:34.187,error,8x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:44:34.187,error,11x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:45:34.244,error,38x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:46:34.301,error,16x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:47:34.356,error,18x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:48:34.412,error,26x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:48:34.412,error,14x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:49:34.468,error,12x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:49:34.468,error,22x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:50:34.526,error,6x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\trans_SMI_10s.mov' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Mon 12.Aug. ,15:50:34.526,error,4x similar to 'loading '<?>C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed: opening file 'C:\Users\deadline\Documents\2024-06-28Hous_PixeraSetup_SMIControls_v5\D%3A\HAS Resources\HAS-My Media\video\test pattern 1.mp4' failed',
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 14.Aug. ,13:42:47.251,error,loading '<?>C:\Users\deadline\Documents\ARM_v17_shading_EXR_LIGHT_PASS_F_512.mov' failed: opening file 'C:\Users\deadline\Documents\ARM_v17_shading_EXR_LIGHT_PASS_F_512.mov' failed,
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 14.Aug. ,13:56:56.780,error,transferring file from 'SHM/warp_13228_8.pfm' to 'srv://10.1.20.35/SHM/warp_13228_8.pfm' failed: copying failed (Receiver: received error signal),
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 14.Aug. ,14:30:07.017,warning,4x similar to 'display sync timed out (10.1.20.88 / Output 1)',
DUAL-03.zip/rx_logs/playback-27103-1.log,Wed 14.Aug. ,14:30:29.885,warning,22x similar to 'display sync timed out (10.1.20.88 / Output 1)',
PX4-25390-SPARE-01.zip/rx_logs/utility-27110-3.log,Thu 09.Oct. ,08:08:24.146,error,transferring file from 'D:/GH_Integration_Delivery/TERA/GH_DP2_TERA_IN_5760x1416_202506101734.mov' to '<default>D:\GH_Integration_Delivery\TERA\GH_DP2_TERA_IN_5760x1416_202506101734.mov' failed: file not found (192.168.210.2:27102),
